73288,Male,Location 2,22,338.75,1.0694,-0.094162,-0.09350499999999999,3,-61.0,3.8748,freq_1,3
24170,M,Facility A,45,340.35,1.0928,0.0091865,-0.11631,Antenna A,-57.5,0.9587399999999999,freq_11,label 3
26895,2,Facility A,47,3.75,0.37756,0.92784,0.12315,Antenna A,-58.0,3.8196,A2,1
26462,2,Location 1,46,315.4,1.1866,-0.07119600000000001,-0.09350499999999999,antenna 1,-59.0,4.7952,924.75,label 3
27928,2,1,47,89.15,1.3742,-0.12861,-0.013684,3,-60.0,3.9638,A2,lying
46512,F,1,53,217.83,1.3625,-0.094162,-0.013684,Antenna D,-64.0,0.9127200000000001,freq_10,label 3
40929,F,Location 1,51,362.28,0.20168,1.0197,-0.09350499999999999,3,-67.5,3.2398,C1,1
69984,Male,2,18,154.75,1.1514,-0.12861,-0.070699,Antenna 3,-65.0,2.0831,freq_3,lying
42081,F,Facility A,51,432.08,1.2687,-0.048229,-0.025087,Antenna 3,-55.0,5.8613,B1,3
51442,1,1,59,296.5,1.0811,0.08956900000000001,-0.15052000000000001,Antenna D,-66.5,0.26078,925.75,lying
73889,F,Location 2,23,553.7,0.15478,1.0312,-0.013684,3,-61.5,0.44025,freq_1,1
41626,F,Location 1,51,412.98,1.1163,0.032152999999999994,-0.09350499999999999,1,-55.5,5.1342,922.25,3
47067,Female,Facility A,53,241.95,1.1397,0.020669999999999997,-0.10490999999999999,1,-57.0,5.3797,925.25,lying
4322,Female,1,15,14.25,0.78795,0.7096600000000001,0.077541,Antenna B,-57.5,0.010738,freq_2,2
32573,F,1,49,106.75,0.97555,0.11254000000000002,-0.09350499999999999,1,-56.5,5.4932,921.75,3
20020,M,Location 1,44,317.23,0.38928,0.80152,-0.047893,1,-56.5,0.13806,C2,sit on bed
20573,2,Facility A,44,384.25,1.1163,0.0091865,-0.10490999999999999,1,-62.0,0.061359000000000004,B1,3
15759,M,1,43,215.85,1.2218,-0.16305999999999998,0.16876,3,-49.0,5.4579,A1,3
19448,M,Facility A,44,173.1,-0.032831,1.0197,0.020525,1,-57.0,1.0462,A2,1
38532,Female,Facility A,50,426.28,0.9990100000000001,0.25033,-0.24174,Antenna C,-56.5,1.8193,E2,label 3
67596,F,2,16,564.85,0.18995,0.33071999999999996,-1.0286,Antenna B,-51.0,2.2718,920.75,3
